,Country Name,Country Code,Indicator Name,Indicator Code,Date,rural
9655,"Micronesia, Fed. Sts.",FSM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9656,Gabon,GAB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9657,United Kingdom,GBR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9658,Georgia,GEO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9659,Ghana,GHA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,5.840761897
9660,Gibraltar,GIB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9661,Guinea,GIN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9662,"Gambia, The",GMB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,4.161367009
9663,Guinea-Bissau,GNB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9664,Equatorial Guinea,GNQ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9665,Greece,GRC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9666,Grenada,GRD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9667,Greenland,GRL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9668,Guatemala,GTM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,48.34050779
9669,Guam,GUM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9670,Guyana,GUY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,66.00070092
9671,High income,HIC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,99.71743055
9672,"Hong Kong SAR, China",HKG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9673,Honduras,HND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,36.95100717
9674,Heavily indebted poor countries (HIPC),HPC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9675,Croatia,HRV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9676,Haiti,HTI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,10.71795248
9677,Hungary,HUN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9678,IBRD only,IBD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9679,IDA & IBRD total,IBT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9680,IDA total,IDA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9681,IDA blend,IDB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9682,Indonesia,IDN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,59.35388934
9683,IDA only,IDX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9684,Isle of Man,IMN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9685,India,IND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,40.74674064
9686,Not classified,INX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9687,Ireland,IRL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9688,"Iran, Islamic Rep.",IRN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9689,Iraq,IRQ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9690,Iceland,ISL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9691,Israel,ISR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9692,Italy,ITA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9693,Jamaica,JAM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,78.82374291
9694,Jordan,JOR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,94.04425883
9695,Japan,JPN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9696,Kazakhstan,KAZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,98.23601878
9697,Kenya,KEN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9698,Kyrgyz Republic,KGZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9699,Cambodia,KHM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9700,Kiribati,KIR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9701,St. Kitts and Nevis,KNA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,90.4113388
9702,"Korea, Rep.",KOR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9703,Kuwait,KWT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9704,Latin America & Caribbean (excluding high income),LAC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,65.27024398
9705,Lao PDR,LAO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,16.88174076
9706,Lebanon,LBN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9707,Liberia,LBR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9708,Libya,LBY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9709,St. Lucia,LCA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9710,Latin America & Caribbean,LCN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,66.21199392
9711,Least developed countries: UN classification,LDC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9712,Low income,LIC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9713,Liechtenstein,LIE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9714,Sri Lanka,LKA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9715,Lower middle income,LMC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,39.29323196
9716,Low & middle income,LMY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9717,Lesotho,LSO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9718,Late-demographic dividend,LTE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9719,Lithuania,LTU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9720,Luxembourg,LUX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9721,Latvia,LVA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9722,"Macao SAR, China",MAC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9723,St. Martin (French part),MAF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9724,Morocco,MAR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,30.6417157
9725,Monaco,MCO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9726,Moldova,MDA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9727,Madagascar,MDG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9728,Maldives,MDV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9729,Middle East & North Africa,MEA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9730,Mexico,MEX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,87.74703139
9731,Marshall Islands,MHL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9732,Middle income,MIC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9733,North Macedonia,MKD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9734,Mali,MLI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,0.831307182
9735,Malta,MLT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9736,Myanmar,MMR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9737,Middle East & North Africa (excluding high income),MNA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9738,Montenegro,MNE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9739,Mongolia,MNG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9740,Northern Mariana Islands,MNP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9741,Mozambique,MOZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9742,Mauritania,MRT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9743,Mauritius,MUS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,98.59620164
9744,Malawi,MWI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9745,Malaysia,MYS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9746,North America,NAC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9747,Namibia,NAM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,13.53214903
9748,New Caledonia,NCL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9749,Niger,NER,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,1.643651361
9750,Nigeria,NGA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,17.90320578
9751,Nicaragua,NIC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,44.21159806
9752,Netherlands,NLD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9753,Norway,NOR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9754,Nepal,NPL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,10.15408895
9755,Nauru,NRU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9756,New Zealand,NZL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9757,OECD members,OED,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,97.85494155
9758,Oman,OMN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9759,Other small states,OSS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9760,Pakistan,PAK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9761,Panama,PAN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,49.96218729
9762,Peru,PER,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,4.6576524
9763,Philippines,PHL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,54.65971211
9764,Palau,PLW,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,93.38705617
9765,Papua New Guinea,PNG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,2.588258412
9766,Poland,POL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9767,Pre-demographic dividend,PRE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9768,Puerto Rico,PRI,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9769,"Korea, Dem. People's Rep.",PRK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9770,Portugal,PRT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9771,Paraguay,PRY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,74.07796068
9772,West Bank and Gaza,PSE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9773,Pacific island small states,PSS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9774,Post-demographic dividend,PST,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,99.99907479
9775,French Polynesia,PYF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9776,Qatar,QAT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9777,Romania,ROU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9778,Russian Federation,RUS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9779,Rwanda,RWA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9780,South Asia,SAS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,36.2640635
9781,Saudi Arabia,SAU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9782,Sudan,SDN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,12.25149042
9783,Senegal,SEN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,5.766491962
9784,Singapore,SGP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9785,Solomon Islands,SLB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9786,Sierra Leone,SLE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9787,El Salvador,SLV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,56.44596118
9788,San Marino,SMR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9789,Somalia,SOM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9790,Serbia,SRB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9791,Sub-Saharan Africa (excluding high income),SSA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9792,South Sudan,SSD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9793,Sub-Saharan Africa,SSF,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9794,Small states,SST,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9795,Sao Tome and Principe,STP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9796,Suriname,SUR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9797,Slovak Republic,SVK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9798,Slovenia,SVN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9799,Sweden,SWE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9800,Eswatini,SWZ,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9801,Sint Maarten (Dutch part),SXM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9802,Seychelles,SYC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,86.16660828
9803,Syrian Arab Republic,SYR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9804,Turks and Caicos Islands,TCA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,63.12578004
9805,Chad,TCD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9806,East Asia & Pacific (IDA & IBRD countries),TEA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9807,Europe & Central Asia (IDA & IBRD countries),TEC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,99.82171319
9808,Togo,TGO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9809,Thailand,THA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9810,Tajikistan,TJK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9811,Turkmenistan,TKM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9812,Latin America & the Caribbean (IDA & IBRD countries),TLA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,66.06565482
9813,Timor-Leste,TLS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9814,Middle East & North Africa (IDA & IBRD countries),TMN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9815,Tonga,TON,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,78.62925752
9816,South Asia (IDA & IBRD),TSA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,36.2640635
9817,Sub-Saharan Africa (IDA & IBRD countries),TSS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9818,Trinidad and Tobago,TTO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9819,Tunisia,TUN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,74.9412992
9820,Turkey,TUR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9821,Tuvalu,TUV,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9822,Tanzania,TZA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,2.508797094
9823,Uganda,UGA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9824,Ukraine,UKR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9825,Upper middle income,UMC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9826,Uruguay,URY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,62.04822945
9827,United States,USA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9828,Uzbekistan,UZB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,99.28305133
9829,St. Vincent and the Grenadines,VCT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,67.14090938
9830,"Venezuela, RB",VEN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,90.52974695
9831,British Virgin Islands,VGB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,95.37031011
9832,Virgin Islands (U.S.),VIR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,100.0
9833,Vietnam,VNM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9834,Vanuatu,VUT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9835,World,WLD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,
9836,Samoa,WSM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1996,81.18087121
